WBAN,DewPointCelsius,DryBulbCelsius,RelativeHumidity,Visibility,WetBulbCelsius,WindDirection,WindSpeed,features,prediction
3166,9.144491365183411,18.635528803731248,58.658641119374764,14.913206857431058,13.580354216563725,99.01109290306316,4.883958779780657,"[9.144491365183411,18.635528803731248,58.658641119374764,14.913206857431058,13.580354216563725,99.01109290306316,4.883958779780657]",3
3725,7.0391899000526115,12.812453971593904,71.48014203051025,13.914875065754961,9.987171225670702,72.27972119936875,4.469460152551287,"[7.0391899000526115,12.812453971593904,71.48014203051025,13.914875065754961,9.987171225670702,72.27972119936875,4.469460152551287]",3
3811,9.522709022201239,14.637063060935292,73.97165800661313,14.733982050070942,11.9080715635333,136.67926310817194,9.10594532357108,"[9.522709022201239,14.637063060935292,73.97165800661313,14.733982050070942,11.9080715635333,136.67926310817194,9.10594532357108]",2
3017,-1.7625000000000042,9.713752374169042,51.29481244064577,14.955943732193823,4.290016619183286,177.05899810066478,15.786681505223186,"[-1.7625000000000042,9.713752374169042,51.29481244064577,14.955943732193823,4.290016619183286,177.05899810066478,15.786681505223186]",4
3183,-1.1868002357100766,17.48615203299941,32.92392457277548,15.962622274602346,8.473523865645253,199.28226281673543,19.628684737772534,"[-1.1868002357100766,17.48615203299941,32.92392457277548,15.962622274602346,8.473523865645253,199.28226281673543,19.628684737772534]",0
3727,11.831514166279621,16.325319321876474,77.92980724570367,14.548867278216546,13.921452624245244,97.17313051555968,5.5044118671620925,"[11.831514166279621,16.325319321876474,77.92980724570367,14.548867278216546,13.921452624245244,97.17313051555968,5.5044118671620925]",3
3972,10.469544721498574,18.722801141297605,62.077471777695074,15.479469668775687,14.082837116983017,163.9046024066493,13.623773725344256,"[10.469544721498574,18.722801141297605,62.077471777695074,15.479469668775687,14.082837116983017,163.9046024066493,13.623773725344256]",4
3196,0.7282541258220632,17.598945278570547,40.256607519543365,15.908460727137467,9.407457500930635,123.5810894651942,9.606569673656779,"[0.7282541258220632,17.598945278570547,40.256607519543365,15.908460727137467,9.407457500930635,123.5810894651942,9.606569673656779]",1
3741,10.12601256983242,16.393819832402237,70.3993831471136,14.969750931098803,13.249918528864074,135.06925046554935,8.411775488826812,"[10.12601256983242,16.393819832402237,70.3993831471136,14.969750931098803,13.249918528864074,135.06925046554935,8.411775488826812]",2
3037,4.576723323890462,10.972733711048159,70.26988904627007,15.204670089707376,7.524008498583572,196.55099150141643,18.285038951841386,"[4.576723323890462,10.972733711048159,70.26988904627007,15.204670089707376,7.524008498583572,196.55099150141643,18.285038951841386]",0
3171,6.325397937094102,18.59985355914937,51.92416910734751,15.154317458296278,12.330835349547936,116.62740354004839,6.788454093976822,"[6.325397937094102,18.59985355914937,51.92416910734751,15.154317458296278,12.330835349547936,116.62740354004839,6.788454093976822]",1
3859,4.976650412603152,11.847874468617153,65.47824456114029,14.538526506626734,8.478344586146537,196.33283320830208,10.811761065266316,"[4.976650412603152,11.847874468617153,65.47824456114029,14.538526506626734,8.478344586146537,196.33283320830208,10.811761065266316]",0
3865,8.545995600983309,13.794345969724414,73.46099107258378,19.655256178030864,11.033820675378442,156.93647302367705,10.503521154094944,"[8.545995600983309,13.794345969724414,73.46099107258378,19.655256178030864,11.033820675378442,156.93647302367705,10.503521154094944]",2
3711,8.058773661595644,14.38107653001976,69.51492277319707,14.274258506561475,11.262344675415168,151.55963302752295,8.31662640808268,"[8.058773661595644,14.38107653001976,69.51492277319707,14.274258506561475,11.262344675415168,151.55963302752295,8.31662640808268]",2
3071,5.259692092372291,18.882108700723126,47.609575460695126,15.680788430137737,11.609610450198277,148.64299043620247,14.408315838581771,"[5.259692092372291,18.882108700723126,47.609575460695126,15.680788430137737,11.609610450198277,148.64299043620247,14.408315838581771]",2
3184,2.0215066828675567,22.303936816524914,31.896172539489672,15.976253948967297,11.96709599027946,116.55224787363305,8.324264277035232,"[2.0215066828675567,22.303936816524914,31.896172539489672,15.976253948967297,11.96709599027946,116.55224787363305,8.324264277035232]",1
3963,5.734870502754021,12.49022032110629,66.5935192780968,14.787306926051881,9.123584905660374,153.10207429977734,10.109179655455286,"[5.734870502754021,12.49022032110629,66.5935192780968,14.787306926051881,9.123584905660374,153.10207429977734,10.109179655455286]",2
3180,7.276981132075472,19.67132075471698,50.555849056603776,15.084239622641537,13.075962264150947,173.65471698113208,10.191337735849048,"[7.276981132075472,19.67132075471698,50.555849056603776,15.084239622641537,13.075962264150947,173.65471698113208,10.191337735849048]",4
3888,10.185358422939082,15.89348267622461,72.25442054958184,14.601541816009634,12.879946236559142,122.8010752688172,7.186298088410984,"[10.185358422939082,15.89348267622461,72.25442054958184,14.601541816009634,12.879946236559142,122.8010752688172,7.186298088410984]",1
4720,2.9791910217442132,7.5550035071311665,75.13356324526538,13.496349076455536,5.425368248772498,201.0790273556231,13.22515665185879,"[2.9791910217442132,7.5550035071311665,75.13356324526538,13.496349076455536,5.425368248772498,201.0790273556231,13.22515665185879]",0
3975,8.711124067164194,14.372230643656714,70.94251399253731,14.369118470149331,11.417688899253736,135.4600046641791,9.552290111940291,"[8.711124067164194,14.372230643656714,70.94251399253731,14.369118470149331,11.417688899253736,135.4600046641791,9.552290111940291]",2
4726,3.369127906976747,8.11814534883721,74.44238372093024,13.448356395348908,5.913331395348837,210.4313953488372,14.61164302325582,"[3.369127906976747,8.11814534883721,74.44238372093024,13.448356395348908,5.913331395348837,210.4313953488372,14.61164302325582]",0
3991,9.976114761793013,17.436218023938036,65.72864351091293,15.374013729171654,13.199606899788781,160.83313776108895,14.529572283501539,"[9.976114761793013,17.436218023938036,65.72864351091293,15.374013729171654,13.199606899788781,160.83313776108895,14.529572283501539]",4
3045,3.721003651784668,13.442254682530344,58.698727765343385,15.324047002002697,8.327641653905058,183.23771940157852,19.69625809871601,"[3.721003651784668,13.442254682530344,58.698727765343385,15.324047002002697,8.327641653905058,183.23771940157852,19.69625809871601]",0
3144,4.511169190098534,22.724795722182158,35.96881759192502,15.957981855323347,13.213284066330207,185.2703677000721,10.596211848113436,"[4.511169190098534,22.724795722182158,35.96881759192502,15.957981855323347,13.213284066330207,185.2703677000721,10.596211848113436]",0
3818,14.019655903841622,19.30740042422814,74.58001414093802,15.317439311807778,16.277875324063164,119.74369549846807,8.387637874145648,"[14.019655903841622,19.30740042422814,74.58001414093802,15.317439311807778,16.277875324063164,119.74369549846807,8.387637874145648]",1
3904,13.72147001934237,20.744061895551248,67.80664087685365,15.336308833011051,16.568007736943905,153.90264345583495,13.083724693745973,"[13.72147001934237,20.744061895551248,67.80664087685365,15.336308833011051,16.568007736943905,153.90264345583495,13.083724693745973]",2
3104,4.334437898870886,22.645047864506623,36.32903780068729,15.89881688757988,13.097582228767797,199.28632793323516,10.386867329405982,"[4.334437898870886,22.645047864506623,36.32903780068729,15.89881688757988,13.097582228767797,199.28632793323516,10.386867329405982]",0
3721,12.316657017137578,16.93318087077351,76.27842751273738,15.135623552570747,14.430766558591932,147.75011579434923,10.360284275127368,"[12.316657017137578,16.93318087077351,76.27842751273738,15.135623552570747,14.430766558591932,147.75011579434923,10.360284275127368]",2
3734,9.483803061934596,14.931199257712844,73.35084667130596,14.835263859893404,12.137189747158434,139.85618186035722,7.694459522152626,"[9.483803061934596,14.931199257712844,73.35084667130596,14.835263859893404,12.137189747158434,139.85618186035722,7.694459522152626]",2
3919,5.8520108764385945,13.358460857468065,63.983369166561275,15.04989566207166,9.407898065005684,177.57177184772985,16.830164411281157,"[5.8520108764385945,13.358460857468065,63.983369166561275,15.04989566207166,9.407898065005684,177.57177184772985,16.830164411281157]",4
3940,12.24368027533826,17.600106812247798,73.72216947543318,14.818894493235307,14.550421314977457,134.88191312603846,9.479262995490146,"[12.24368027533826,17.600106812247798,73.72216947543318,14.818894493235307,14.550421314977457,134.88191312603846,9.479262995490146]",2
3029,-4.868032683050418,7.9954142386622795,49.609576893843425,15.683875728401416,2.315815809475551,120.0766404864454,8.528223967570302,"[-4.868032683050418,7.9954142386622795,49.609576893843425,15.683875728401416,2.315815809475551,120.0766404864454,8.528223967570302]",1
3976,13.084873895788006,19.203757521444125,71.08904109589041,14.867445269491851,15.674945589553198,106.89348354884137,7.21211496607348,"[13.084873895788006,19.203757521444125,71.08904109589041,14.867445269491851,15.674945589553198,106.89348354884137,7.21211496607348]",1
3923,7.892406465910571,13.739812280015638,72.06022682831443,15.331423543214802,10.672487289792734,161.83287706948246,18.079152001042903,"[7.892406465910571,13.739812280015638,72.06022682831443,15.331423543214802,10.672487289792734,161.83287706948246,18.079152001042903]",4
3927,10.51599795553284,19.496958855098388,59.87049578328648,15.46443521594694,14.361698185535392,170.25811397904423,17.15126884743166,"[10.51599795553284,19.496958855098388,59.87049578328648,15.46443521594694,14.361698185535392,170.25811397904423,17.15126884743166]",4
3970,9.69646677927928,18.87252956081081,59.270762950450454,18.011887668918988,13.728103885135143,159.28716216216216,14.64731770833334,"[9.69646677927928,18.87252956081081,59.270762950450454,18.011887668918988,13.728103885135143,159.28716216216216,14.64731770833334]",2
4111,-4.3079308323563925,5.560820633059791,56.40287221570926,15.198644783118501,1.013059788980073,192.09378663540446,15.564774325908571,"[-4.3079308323563925,5.560820633059791,56.40287221570926,15.198644783118501,1.013059788980073,192.09378663540446,15.564774325908571]",0
3059,9.272678888231816,18.43524541691307,61.0662329982259,15.30493199290369,13.330963926670625,120.30691898285039,11.31016203429923,"[9.272678888231816,18.43524541691307,61.0662329982259,15.30493199290369,13.330963926670625,120.30691898285039,11.31016203429923]",1
3030,2.888342696629214,13.721237125468171,54.311036985018724,15.713198735955158,8.149514279026219,178.2198033707865,18.031894897003763,"[2.888342696629214,13.721237125468171,54.311036985018724,15.713198735955158,8.149514279026219,178.2198033707865,18.031894897003763]",4
3162,-2.346662958843159,14.911611667284637,37.58138672599184,15.512470028426739,6.746180941787172,133.1664812754913,6.905981955258923,"[-2.346662958843159,14.911611667284637,37.58138672599184,15.512470028426739,6.746180941787172,133.1664812754913,6.905981955258923]",2
3058,4.07493721747866,17.009266700150683,49.334191361125065,15.749632722250233,10.244261677548971,142.33676544450026,12.170807383224505,"[4.07493721747866,17.009266700150683,49.334191361125065,15.749632722250233,10.244261677548971,142.33676544450026,12.170807383224505]",2
3192,2.8034717916924996,22.57673899566026,33.202603843769374,15.975199008059622,12.32752634841909,95.97644141351519,4.955253564786106,"[2.8034717916924996,22.57673899566026,33.202603843769374,15.975199008059622,12.32752634841909,95.97644141351519,4.955253564786106]",3
3978,6.651650743741686,13.542145362196154,65.79931067843754,15.199555568992716,9.937525698391585,157.42834683758616,11.430748579030107,"[6.651650743741686,13.542145362196154,65.79931067843754,15.199555568992716,9.937525698391585,157.42834683758616,11.430748579030107]",2
3720,8.370795734208368,15.387378413219267,66.27270596507677,15.30281905543195,11.799097621000818,113.96577991327786,7.152496777217858,"[8.370795734208368,15.387378413219267,66.27270596507677,15.30281905543195,11.799097621000818,113.96577991327786,7.152496777217858]",1
3813,11.832855443188592,16.751588340273646,76.46430696014278,14.37895716835225,14.08612135633551,136.2302201070791,8.039418798334319,"[11.832855443188592,16.751588340273646,76.46430696014278,14.37895716835225,14.08612135633551,136.2302201070791,8.039418798334319]",2
3908,14.344431760527652,20.17275494672755,72.6785261288686,14.926064180619083,16.694501522070023,108.8781075596144,7.255964611872142,"[14.344431760527652,20.17275494672755,72.6785261288686,14.926064180619083,16.694501522070023,108.8781075596144,7.255964611872142]",1
3893,6.883707646371541,11.804277554199661,74.32785927560691,14.099498896533891,9.35907438660262,152.0810073997144,9.550614046475392,"[6.883707646371541,11.804277554199661,74.32785927560691,14.099498896533891,9.35907438660262,152.0810073997144,9.550614046475392]",2
3167,9.611183819155274,17.435883402736458,64.31933372992266,15.181231409875165,13.353152885187393,133.9619274241523,6.716475312314094,"[9.611183819155274,17.435883402736458,64.31933372992266,15.181231409875165,13.353152885187393,133.9619274241523,6.716475312314094]",2
3195,-4.839970263907824,7.513560897038783,51.28788254243588,15.63574154379889,2.1099677859001345,101.8368231941519,9.147118696567953,"[-4.839970263907824,7.513560897038783,51.28788254243588,15.63574154379889,2.1099677859001345,101.8368231941519,9.147118696567953]",1
3708,11.006311579923501,15.656867972644044,77.49449403036976,14.528947490437103,13.19817433638577,129.89567636490088,8.292645763301259,"[11.006311579923501,15.656867972644044,77.49449403036976,14.528947490437103,13.19817433638577,129.89567636490088,8.292645763301259]",1
3709,8.946255299105045,14.36981276495527,73.7164390014131,14.83359809232229,11.700630004710316,98.37847385774847,5.466443711728679,"[8.946255299105045,14.36981276495527,73.7164390014131,14.83359809232229,11.700630004710316,98.37847385774847,5.466443711728679]",3
3932,6.906322207958919,15.584351732991012,61.202053915276,15.18687933247763,10.776456996148909,172.9775353016688,21.514138639281153,"[6.906322207958919,15.584351732991012,61.202053915276,15.18687933247763,10.776456996148909,172.9775353016688,21.514138639281153]",4
4781,5.4901618349051065,11.719350331819772,68.1386075212481,14.423882873442853,8.83026545581558,195.7492141110723,14.575301548492268,"[5.4901618349051065,11.719350331819772,68.1386075212481,14.423882873442853,8.83026545581558,195.7492141110723,14.575301548492268]",0
3012,-4.009245083029089,7.3914733246967375,51.73100930396891,15.901347897774224,2.1622011541632356,160.53527264162054,11.563598516075844,"[-4.009245083029089,7.3914733246967375,51.73100930396891,15.901347897774224,2.1622011541632356,160.53527264162054,11.563598516075844]",4
3996,12.591410225345284,17.327635086018898,76.59019869154349,14.076693724254977,14.62147443663677,120.14901865762054,8.8334492367337,"[12.591410225345284,17.327635086018898,76.59019869154349,14.076693724254977,14.62147443663677,120.14901865762054,8.8334492367337]",1
3730,10.141752876903405,15.553469719865163,73.10374288039056,14.62838254097418,12.705933976519812,152.77693827734512,8.176409392072527,"[10.141752876903405,15.553469719865163,73.10374288039056,14.62838254097418,12.705933976519812,152.77693827734512,8.176409392072527]",2
3810,7.872038953134504,14.066317711503347,69.64497869750457,14.18554351795504,11.02115642118076,119.20146074254413,6.280983566646374,"[7.872038953134504,14.066317711503347,69.64497869750457,14.18554351795504,11.02115642118076,119.20146074254413,6.280983566646374]",1
3856,10.297338425381916,15.796415981198587,72.66039952996475,14.724101057579405,12.810282021151583,142.89835487661574,10.126482961222086,"[10.297338425381916,15.796415981198587,72.66039952996475,14.724101057579405,12.810282021151583,142.89835487661574,10.126482961222086]",2
3858,11.489936945052118,16.796982370351298,74.7740316561575,14.566660661433623,13.993585124179651,144.9517436623343,8.740823574829488,"[11.489936945052118,16.796982370351298,74.7740316561575,14.566660661433623,13.993585124179651,144.9517436623343,8.740823574829488]",2
3969,9.045915262172294,17.791467696629216,61.38137874531835,15.179429424157412,12.898062968164785,150.3323970037453,11.497965238764042,"[9.045915262172294,17.791467696629216,61.38137874531835,15.179429424157412,12.898062968164785,150.3323970037453,11.497965238764042]",2
3049,3.400441791044782,16.755665671641804,48.17062686567164,15.636357014925482,9.917856716417905,159.90149253731343,13.32349014925373,"[3.400441791044782,16.755665671641804,48.17062686567164,15.636357014925482,9.917856716417905,159.90149253731343,13.32349014925373]",4
3726,7.109596156343332,12.876184911050514,69.74827944422802,14.962930138943085,10.1004090377873,187.39384495520062,13.572147123750169,"[7.109596156343332,12.876184911050514,69.74827944422802,14.962930138943085,10.1004090377873,187.39384495520062,13.572147123750169]",0
3967,5.58332365241635,11.783015799256507,68.55268355018588,14.630827137546547,8.659305297397763,182.43668680297398,13.46303148234201,"[5.58332365241635,11.783015799256507,68.55268355018588,14.630827137546547,8.659305297397763,182.43668680297398,13.46303148234201]",4
3034,-3.759069871603464,11.211981188414454,43.189534189310244,15.974166915497264,4.542661988653332,185.87832188713048,14.200559868617502,"[-3.759069871603464,11.211981188414454,43.189534189310244,15.974166915497264,4.542661988653332,185.87832188713048,14.200559868617502]",0
3027,-3.1767105572537027,9.689078297672227,48.11344932988479,15.480569597930971,3.8478485774747266,224.56560075241006,22.461202680460865,"[-3.1767105572537027,9.689078297672227,48.11344932988479,15.480569597930971,3.8478485774747266,224.56560075241006,22.461202680460865]",0
3702,10.743103048568459,15.570348904601847,76.53234032688073,13.663826359105236,13.005164019937396,95.02028515126928,5.122419149182791,"[10.743103048568459,15.570348904601847,76.53234032688073,13.663826359105236,13.005164019937396,95.02028515126928,5.122419149182791]",3
3894,9.457652540209361,14.601270104671936,73.71349246872606,14.28926091396485,11.860684197089611,150.4123053357161,9.569617692111304,"[9.457652540209361,14.601270104671936,73.71349246872606,14.28926091396485,11.860684197089611,150.4123053357161,9.569617692111304]",2
3937,14.865921952369707,19.872471115303,75.51202546569205,14.83953371846271,16.895319500117886,123.14371610469229,10.890742159867951,"[14.865921952369707,19.872471115303,75.51202546569205,14.83953371846271,16.895319500117886,123.14371610469229,10.890742159867951]",1
4751,2.009956156375594,7.432882718304709,71.25088296188041,12.646832907075922,4.957295091949825,182.72195834855683,11.057315186944336,"[2.009956156375594,7.432882718304709,71.25088296188041,12.646832907075922,4.957295091949825,182.72195834855683,11.057315186944336]",4
3816,8.395336174242436,13.788186553030302,72.21638257575758,14.244427083333404,10.995490056818179,151.14820075757575,9.836077178030296,"[8.395336174242436,13.788186553030302,72.21638257575758,14.244427083333404,10.995490056818179,151.14820075757575,9.836077178030296]",2
3039,-11.091124728207156,-3.194702510377545,60.405613757659616,14.0917414508797,-5.898853528365291,193.14983198260526,22.3455811425183,"[-11.091124728207156,-3.194702510377545,60.405613757659616,14.0917414508797,-5.898853528365291,193.14983198260526,22.3455811425183]",0
3947,5.010183252145662,11.756007886801203,65.92287172349803,15.013775226165707,8.38913825098585,190.75214567385757,16.00198445836235,"[5.010183252145662,11.756007886801203,65.92287172349803,15.013775226165707,8.38913825098585,190.75214567385757,16.00198445836235]",0
3930,10.64246026355115,15.930029887243583,73.87644341801386,15.345609971471363,12.989811166961013,141.66485531857086,8.628633337861698,"[10.64246026355115,15.930029887243583,73.87644341801386,15.345609971471363,12.989811166961013,141.66485531857086,8.628633337861698]",2
3056,3.5434202898550775,16.496330434782614,49.527884057971015,15.264048695652283,9.790944927536234,146.00695652173914,13.244643478260873,"[3.5434202898550775,16.496330434782614,49.527884057971015,15.264048695652283,9.790944927536234,146.00695652173914,13.244643478260873]",2
3181,-6.501002240301851,7.491805211649569,44.54280155642024,15.856595330739406,1.3626046456785774,174.16401367763237,10.70320245254097,"[-6.501002240301851,7.491805211649569,44.54280155642024,15.856595330739406,1.3626046456785774,174.16401367763237,10.70320245254097]",4
3931,13.710631850419093,19.277859445519024,73.53068987749839,15.228812379110343,16.012714377820757,134.70535138620244,10.093793681495809,"[13.710631850419093,19.277859445519024,73.53068987749839,15.228812379110343,16.012714377820757,134.70535138620244,10.093793681495809]",2
4134,-11.355853256389116,-2.912737015663639,57.82646331409728,11.743297609233355,-5.880420445177243,121.39323990107172,9.753544929925795,"[-11.355853256389116,-2.912737015663639,57.82646331409728,11.743297609233355,-5.880420445177243,121.39323990107172,9.753544929925795]",1
4110,-0.7918760272364422,8.824037332707213,57.83705095092745,15.663036510918161,4.087673162714251,150.82355012913828,15.357693707443069,"[-0.7918760272364422,8.824037332707213,57.83705095092745,15.663036510918161,4.087673162714251,150.82355012913828,15.357693707443069]",2
3040,-3.3142438452520517,6.950703399765533,55.688218053927315,15.20681418522871,2.267655334114889,196.40914419695193,14.788809495896846,"[-3.3142438452520517,6.950703399765533,55.688218053927315,15.20681418522871,2.267655334114889,196.40914419695193,14.788809495896846]",0
4741,2.8109787674779905,9.810719834282756,65.02874158467115,14.95758933195235,6.5788451579492495,170.66804764370792,11.610844122216465,"[2.8109787674779905,9.810719834282756,65.02874158467115,14.95758933195235,6.5788451579492495,170.66804764370792,11.610844122216465]",4
3999,10.764020618556705,18.890812613705275,63.51340206185567,14.82100727713773,14.292080048514244,141.194057004245,11.604628865979382,"[10.764020618556705,18.890812613705275,63.51340206185567,14.82100727713773,14.292080048514244,141.194057004245,11.604628865979382]",2
3723,9.408912556053817,14.669369706028913,74.81794967613354,14.195604758345887,11.965981564524169,99.34853014449428,5.6064380916791166,"[9.408912556053817,14.669369706028913,74.81794967613354,14.195604758345887,11.965981564524169,99.34853014449428,5.6064380916791166]",3
3832,5.993310516490355,14.197728686994399,62.50513378967019,14.554971219664065,10.3167703795893,142.62990043559427,7.490353920348469,"[5.993310516490355,14.197728686994399,62.50513378967019,14.554971219664065,10.3167703795893,142.62990043559427,7.490353920348469]",2
3717,6.979166666666667,12.031862745098039,73.90353641456582,14.84443335667611,9.546504435107384,156.32236227824464,8.843275560224082,"[6.979166666666667,12.031862745098039,73.90353641456582,14.84443335667611,9.546504435107384,156.32236227824464,8.843275560224082]",2
4113,2.8236832590092806,11.11609015306738,62.442629866216706,14.989324454622238,6.902832349041823,154.88911654814993,10.602678076413156,"[2.8236832590092806,11.11609015306738,62.442629866216706,14.989324454622238,6.902832349041823,154.88911654814993,10.602678076413156]",2
4935,3.4563454142873837,10.485100804102098,66.04469176086702,15.092479897447955,6.924373616128661,185.70271530124694,17.13296410674749,"[3.4563454142873837,10.485100804102098,66.04469176086702,15.092479897447955,6.924373616128661,185.70271530124694,17.13296410674749]",0
4929,-1.7485475249825704,2.721880083662561,75.51498954217988,14.21905879618881,0.7268126888217509,140.82558679990703,11.798644550313737,"[-1.7485475249825704,2.721880083662561,75.51498954217988,14.21905879618881,0.7268126888217509,140.82558679990703,11.798644550313737]",2
4937,3.191295681063123,8.153554817275747,73.93541528239203,14.899329568106412,5.799176079734225,156.11428571428573,11.091314285714285,"[3.191295681063123,8.153554817275747,73.93541528239203,14.899329568106412,5.799176079734225,156.11428571428573,11.091314285714285]",2
11630,23.018383600992312,27.152657004830903,78.78815772294033,15.361208382295416,24.243674108891497,91.38660399529965,12.547455281368318,"[23.018383600992312,27.152657004830903,78.78815772294033,15.361208382295416,24.243674108891497,91.38660399529965,12.547455281368318]",3
4957,2.605598365440751,9.054716870986585,68.03041447752481,14.944793345008861,5.857997664915352,198.84588441331,16.290800350262714,"[2.605598365440751,9.054716870986585,68.03041447752481,14.944793345008861,5.857997664915352,198.84588441331,16.290800350262714]",0
4838,3.6870501921509287,9.522766973331779,69.27867706998951,14.192164318155422,6.72063002212647,165.3971119133574,12.075493187376265,"[3.6870501921509287,9.522766973331779,69.27867706998951,14.192164318155422,6.72063002212647,165.3971119133574,12.075493187376265]",4
4923,-1.5387136491557225,3.282903377110695,73.79420731707317,14.249967753283402,1.2572936210131314,144.97772045028142,9.313728306754218,"[-1.5387136491557225,3.282903377110695,73.79420731707317,14.249967753283402,1.2572936210131314,144.97772045028142,9.313728306754218]",2
12854,17.275023479690066,22.111880723174448,76.63530171401737,15.360187837520641,19.141529701807936,147.39081944118337,11.039896689363697,"[17.275023479690066,22.111880723174448,76.63530171401737,15.360187837520641,19.141529701807936,147.39081944118337,11.039896689363697]",2
4865,0.3840646516513043,5.056832769284642,74.65731123818415,13.931724822033003,2.9561442408682472,159.38907690512312,9.988907690512313,"[0.3840646516513043,5.056832769284642,74.65731123818415,13.931724822033003,2.9561442408682472,159.38907690512312,9.988907690512313]",4
4917,2.755383290267011,7.923526516549773,72.72492924818506,14.679385997293052,5.469792051187402,168.76030515565398,15.271154792666431,"[2.755383290267011,7.923526516549773,72.72492924818506,14.679385997293052,5.469792051187402,168.76030515565398,15.271154792666431]",4
4992,4.645059685616369,10.332844817397474,71.03740692589528,15.14360891147629,7.454219359413774,159.7695307883229,10.38812551707835,"[4.645059685616369,10.332844817397474,71.03740692589528,15.14360891147629,7.454219359413774,159.7695307883229,10.38812551707835]",4
4896,5.845364891518746,11.50449334319528,71.22787228796844,14.50821683925059,8.598539201183431,167.5203402366864,13.31226084812624,"[5.845364891518746,11.50449334319528,71.22787228796844,14.50821683925059,8.598539201183431,167.5203402366864,13.31226084812624]",4
4918,1.2685854113260313,6.319272896760662,73.28495688650665,14.499283966441489,3.901118620368211,198.29818224190166,15.598315078070396,"[1.2685854113260313,6.319272896760662,73.28495688650665,14.499283966441489,3.901118620368211,198.29818224190166,15.598315078070396]",0
4958,-2.928085804712226,2.5266088383542376,70.83196577189075,14.751993904583388,0.26468760989333223,129.01945844566873,6.60682510842808,"[-2.928085804712226,2.5266088383542376,70.83196577189075,14.751993904583388,0.26468760989333223,129.01945844566873,6.60682510842808]",1
12961,11.006764741348137,18.17655854334984,68.24749788978657,15.239448932835034,14.157265163390813,137.79633425780779,10.874936090678883,"[11.006764741348137,18.17655854334984,68.24749788978657,15.239448932835034,14.157265163390813,137.79633425780779,10.874936090678883]",2
4826,1.045146032872172,6.477042686531868,71.34344330140712,14.091547830199913,4.0001832801229815,168.55918174293484,11.384247960269596,"[1.045146032872172,6.477042686531868,71.34344330140712,14.091547830199913,4.0001832801229815,168.55918174293484,11.384247960269596]",4
