WBAN,Name,State,Location,Latitude,Longitude,StationHeight,Barometer,TimeZone
3045,PERRYTON,TX,PERRYTON OCHILTREE CO ARPT,36.41389,-100.74972,889.41,,-6
3047,MONAHANS,TX,MONAHANS 6 ENE,31.6219,-102.8071,830.28,,-6
3048,SOCORRO,NM,SOCORRO 20 N,34.3557,-106.8859,1477.37,,-7
3049,ALPINE,TX,ALPINE-CASPARIS MUNI ARPT,30.383329999999997,-103.68333,1315.21,,-6
3050,SNYDER,TX,WINSTON FIELD AIRPORT,32.693329999999996,-100.95056,740.66,,-6
3051,LEOTI,KS,MARK HOARD MEMORIAL ARPT,38.45694,-101.35333,1006.75,,-6
3052,PAMPA,TX,PERRY LEFORS FIELD AIRPORT,35.61306,-100.99639,989.08,,-6
3053,SANTA TERESA,NM,DONA ANA COUNTY AIRPORT AT SANTA TERESA,31.883329999999997,-106.71722,1253.34,,-7
3054,MULESHOE,TX,MULESHOE 19 S,33.9557,-102.774,835.76,,-6
3055,GOODWELL,OK,GOODWELL 2 E,36.5993,-101.595,995.48,,-6
3056,SEMINOLE,TX,GAINES COUNTY AIRPORT,32.67528,-102.65444000000001,1010.41,,-6
3058,PECOS,TX,PECOS MUNICIPAL AIRPORT,31.3825,-103.51083,796.44,,-6
3059,SONORA,TX,SONORA MUNICIPAL AIRPORT,30.585829999999998,-100.64860999999999,652.27,0.0,-6
3060,MONTROSE,CO,MONTROSE 11 ENE,38.544000000000004,-107.6928,2560.93,,-7
3061,CORTEZ,CO,CORTEZ 8 SE,37.2553,-108.5035,254.2,,-7
3062,LOS ALAMOS,NM,LOS ALAMOS 13 W,35.8584,-106.5214,2656.64,,-7
3063,LA JUNTA,CO,LA JUNTA 17 WSW,37.8639,-103.8224,1336.85,,-7
3065,DENVER,CO,"ATCT, ROCKY MOUNTAIN METRO",39.9,-105.11667,1728.22,0.0,-7
3067,OAKLEY,KS,OAKLEY 19 SSW,38.8701,-100.9627,874.78,,-6
3068,BULLSEYE,CO,BULLSEYE AUXILIARY AIRFIELD USAFA,38.76667,-104.3,1837.94,0.0,-7
3069,SAGUACHE,CO,SAGUACHE MUNICIPAL AIRPORT,38.09722,-106.16888999999999,2385.36,,-7
3070,DUMAS,TX,MOORE COUNTY AIRPORT,35.858059999999995,-102.01306,1129.28,,-6
3071,MIDLAND,TX,MIDLAND AIRPARK,32.036390000000004,-102.10110999999999,854.35,,-6
3072,BRONTE,TX,BRONTE 11 NNE,32.0408,-100.2495,608.69,,-6
3074,LAS CRUCES,NM,LAS CRUCES 20 N,32.6137,-106.7414,1318.87,,-7
3075,DULCE,NM,DULCE 1 NW,36.9352,-107.0003,,,-7
3076,GRAND JUNCTION,CO,GRAND JUNCTION 9 W,39.1018,-108.7353,,,-7
3077,HOLBROOK,AZ,HOLBROOK 17 ESE,34.8221,-109.8927,,,-7
3078,EADS,CO,EADS 16 ENE,38.5443,-102.5025,,,-7
3079,SAGUACHE,CO,SAGUACHE 2 WNW,38.0989,-106.1709,,,-7
3080,RESERVE,NM,RESERVE 1 W,33.7149,-108.7771,,,-7
3081,TROPIC,UT,TROPIC 9 SE,37.5174,-111.9775,,,-7
3082,CARRIZOZO,NM,CARRIZOZO 1 W,33.6476,-105.8945,,,-7
3083,STRATTON,CO,STRATTON 24 N,39.6553,-102.6217,,,-7
3084,CENTER A,CO,CENTER A 4 SSW,37.7068,-106.1444,,,-7
3085,BOWIE,AZ,BOWIE 23 SSE,32.0095,-109.3891,,,-7
3086,SPRINGFIELD,CO,SPRINGFIELD 6 WSW,37.3813,-102.7194,,,-7
3087,SANTA FE,NM,SANTA FE 20 WNW,35.8245,-106.3178,,,-7
3088,WOODLAND PARK,CO,WOODLAND PARK 14 WSW,38.9105,-105.265,,,-7
3089,ROCKY FORD,CO,ROCKY FORD 1 ESE,38.0386,-103.6948,,,-7
3090,TAOS,NM,TAOS 27 NW,36.6519,-105.9721,,,-7
3091,KIM,CO,KIM 9 WSW,37.2168,-103.5042,,,-7
3092,RATON,NM,RATON 26 ESE,36.7779,-103.9818,,,-7
3093,GENOA,CO,GENOA 35 N,39.7857,-103.51700000000001,,,-7
3094,CLAYTON,NM,CLAYTON 3 ENE,36.4701,-103.1238,,,-7
3095,MILLS,NM,MILLS 6 WSW,36.0609,-104.3552,,,-7
3096,RIFLE,CO,RIFLE 23 NW,39.7608,-108.1268,,,-7
3097,MOUNTAINAIR,NM,MOUNTAINAIR 2 WSW,34.516999999999996,-106.2702,,,-7
3098,EAGLE,CO,EAGLE 13 SSE,39.4827,-106.7337,,,-7
3099,CRAIG,CO,CRAIG 30 N,40.948,-107.6082,,,-7
3101,SHOW LOW,AZ,SHOW LOW MUNICIPAL AIRPORT,34.2639,-110.0075,1955.29,0.0,-7
3102,ONTARIO,CA,ONTARIO INTERNATIONAL ARPT,34.05611,-117.60028,275.84,30612.97,-8
3103,FLAGSTAFF,AZ,FLAGSTAFF PULLIAM AIRPORT,35.1441,-111.6663,2139.09,237148.89,-7
3104,PALM SPRINGS,CA,DESERT RESORTS RGNL ARPT,33.626670000000004,-116.15943999999999,-35.97,-3928.21,-8
3124,FORT HUACHUCA/SIERRA VISTA,AZ,SIERRA VISTA MUNICIPAL-LIBBY AAF AIRPORT,31.58833,-110.34416999999999,1431.95,0.0,-7
3131,SAN DIEGO,CA,MONTGOMERY FIELD AIRPORT,32.81583,-117.13944,128.93,15204.89,-8
3144,IMPERIAL,CA,IMPERIAL COUNTY AIRPORT,32.83417,-115.57861000000001,-17.07,-1930.24,-8
3145,YUMA,AZ,YUMA MCAS,32.65,-114.61667,64.92,7246.87,-7
3148,GILA BEND,AZ,GILA BEND AF AUX AIRPORT,32.88333,-112.71667,261.52,0.0,-7
3154,CAMP PENDLETON,CA,MARINE CORPS AIR STATION,33.3,-117.35,23.77,2404.34,-8
3159,LANCASTER,CA,GENERAL WILLIAM J. FOX AIRFIELD AIRPORT,34.7411,-118.2116,712.93,80291.31,-8
3160,MERCURY,NV,DESERT ROCK AIRPORT,36.6206,-116.0278,1008.89,111818.6,-8
3162,PAGE,AZ,PAGE MUNICIPAL AIRPORT,36.926109999999994,-111.44778000000001,1313.69,145343.86,-7
3163,CALIENTE,NV,CALIENTE AIRPORT,37.61222,-114.52638999999999,1332.89,148154.56,-8
3164,CAMPO,CA,CAMPO,32.6233,-116.4728,797.05,88554.1,-8
3165,EL MONTE,CA,EL MONTE AIRPORT,34.08333,-118.03333,90.22,0.0,-8
3166,FULLERTON,CA,FULLERTON MUNICIPAL ARPT,33.87194,-117.97888999999999,29.26,4063.67,-8
3167,HAWTHORNE,CA,NRTHORP FLD/HATHRN MUNI AP,33.922779999999996,-118.33417,19.2,2099.56,-8
3170,EUREKA,NV,EUREKA,39.6013,-116.0055,1809.29,201219.29,-8
3171,RIVERSIDE,CA,RIVERSIDE MUNICIPAL ARPT,33.95194,-117.43861000000001,253.29,28073.17,-8
3174,TORRANCE,CA,ZAMPERINE FIELD AIRPORT,33.8,-118.33333,31.39,0.0,-8
3177,CARLSBAD,CA,MCCLELLAN-PALOMAR AIRPORT,33.12806,-117.27944,99.97,11141.22,-8
3178,SAN DIEGO,CA,BROWN FIELD MUNICIPAL ARPT,32.57222,-116.97944,159.72,18388.1,-8
3179,CHINO,CA,CHINO AIRPORT,33.97528,-117.63611000000002,207.57,23095.18,-8
3180,LA VERNE,CA,BRACKETT FIELD AIRPORT,34.1,-117.78333,308.15,0.0,-8
3181,MAMMOTH LAKES,CA,MAMMOTH YOSEMITE AIRPORT,37.63333,-118.85,2172.61,0.0,-8
3183,MOJAVE,CA,MOJAVE AIRPORT,35.06667,-118.15,850.7,0.0,-8
3184,PHOENIX,AZ,PHOENIX DEER VALLEY ARPT,33.68833,-112.08166999999999,449.88,49373.57,-7
3185,MESA,AZ,FALCON FIELD AIRPORT,33.46667,-111.73333000000001,424.89,0.0,-7
3186,GOODYEAR,AZ,PHOENIX GOODYEAR AIRPORT,33.41667,-112.38333,295.05,0.0,-7
3192,SCOTTSDALE,AZ,SCOTTSDALE AIRPORT,33.62278,-111.91056,460.25,49746.07,-7
3195,GRAND CANYON,AZ,GRAND CANYON NATL PARK APT,35.94611,-112.15472,2013.51,227260.63,-7
3196,NOGALES,AZ,NOGALES INTERNATIONAL ARPT,31.42083,-110.84583,1198.47,131628.98,-7
3701,NORFOLK,VA,CHESAPEAKE REGIONAL ARPT,36.66556,-76.32056,6.1,,-5
3702,KENANSVILLE,NC,DUPLIN COUNTY AIRPORT,35.0,-77.98167,41.76,,-5
3703,EDENTON,NC,NORTHEASTERN REGIONAL ARPT,36.0275,-76.56694,6.1,,-5
3704,EMPORIA,VA,EMPORIA-GRENVLE RGNL ARPT,36.68667,-77.48278,38.71,,-5
3705,ELIZABETHTOWN,NC,CURTIS L BROWN JR FLD ARPT,34.60167,-78.57806,40.54,,-5
3706,FREDRICKSBURG,VA,SHANNON AIRPORT,38.26667,-77.44917,25.91,,-5
3707,FARMVILLE,VA,FARMVILLE REGIONAL AIRPORT,37.3575,-78.43778,127.1,,-5
3708,GOLDSBORO,NC,GOLDSBORO-WAYNE MUNI ARPT,35.46028,-77.96472,40.84,,-5
3709,ASHEBORO,NC,ASHEBORO MUNICIPAL AIRPORT,35.65361,-79.895,205.13,,-5
3710,MANASSAS,VA,MANSAS RGNL/H P DAVS FD AP,38.72139,-77.51528,58.52,,-5
3711,OXFORD,NC,HENDERSON-OXFORD AIRPORT,36.36139,-78.52889,160.63,,-5
3712,ERWIN,NC,HARNETT COUNTY AIRPORT,35.378609999999995,-78.73361,60.35,,-5
3713,SMITHFIELD,NC,JOHNSTON COUNTY AIRPORT,35.54083,-78.39028,50.29,,-5
3714,LEESBURG,VA,LESSBURG EXECUTIVE AIRPORT,39.07778,-77.5575,118.57,,-5
3715,LOUISA,VA,LOUISA CO/FREEMAN FLD ARPT,38.00972,-77.97,150.27,,-5
3716,MELFA,VA,ACCOMACK COUNTY AIRPORT,37.64667,-75.76083,14.33,,-5
3717,WINCHESTER,VA,WINCHESTER REGIONAL ARPT,39.14333,-78.14444,221.59,,-5
3718,ORANGE,VA,ORANGE COUNTY AIRPORT,38.24694,-78.04556,142.95,,-5
3719,SUFFOLK,VA,SUFFOLK MUNICIPAL AIRPORT,36.68222,-76.60167,21.95,,-5
3720,PINEHURST/SOUTHERN P,NC,MOORE COUNTY AIRPORT,35.23722,-79.39111,140.51,,-5
3721,OAK ISLAND,NC,BRUNSWICK COUNTY AIRPORT,33.92917,-78.07472,7.62,,-5
3722,ROXBORO,NC,PERSON COUNTY AIRPORT,36.28472,-78.98416999999999,185.62,,-5
3723,SANFORD,NC,SANFORD-LEE COUNTY RGNL ARPT,35.58222,-79.10110999999999,75.29,,-5
3724,WESTMINISTER,MD,CARROLL CO RGNL/JJACK B POAGE FIELD AIRPORT,39.608059999999995,-77.0075,240.49,,-5
3725,PETERSBURG,WV,GRANT COUNT AIRPORT,38.994170000000004,-79.14416999999999,292.61,,-5
3726,WILDWOOD,NJ,CAPE MAY COUNTY AIRPORT,39.00833,-74.90805999999999,7.01,,-5
3727,CLINTON,NC,SAMPSON COUNTY AIRPORT,34.975559999999994,-78.36444,45.11,,-5
3728,MCCLELLANVILLE,SC,MCCLELLANVILLE 7 NE,33.1532,-79.3637,2.74,,-5
3730,WILLIAMSBURG,VA,WILLIAMSBURG-JAMESTOWN APT,37.23917,-76.71611,14.94,,-5
3731,LOUISBURG,NC,FRANKLIN COUNTY AIRPORT,36.02333,-78.33028,112.47,,-5
3732,CUMBERLAND,MD,GREATER CUMBERLAND REGIONAL AIRPORT,39.6,-78.76666999999999,236.22,0.0,-5
3733,ELKINS,WV,ELKINS 21 ENE,39.013000000000005,-79.4743,1033.27,,-5
3734,WEST POINT,VA,MIDDLE PENINSULA REGIONAL AIRPORT,37.52111,-76.76472,7.32,,-5
3735,STAFFORD,VA,STAFFORD REGIONAL AIRPORT,38.39806,-77.45555999999999,64.62,,-5
3736,KILL DEVIL HILLS,NC,FIRST FLIGHT AIRPORT,36.01833,-75.67139,3.96,,-5
3737,CURRITUCK,NC,CURRITUCK COUNTY AIRPORT,36.39889,-76.01639,4.88,,-5
3738,ROCKINGHAM,NC,RICHMOND COUNTY AIRPORT,34.89111,-79.75917,109.12,,-5
3739,CAPE CHARLES,VA,CAPE CHARLES 5 ENE,37.2907,-75.92699999999999,8.84,,-5
3741,WASHINGTON,NC,WARREN FIELD AIRPORT,35.57028,-77.04972,11.58,0.0,-5
3742,DARLINGTON,SC,DARLINGTON COUNTY JETPORT AIRPORT,34.46583,-79.89028,58.52,0.0,-5
3749,CAMP DAVID,MD,CAMP DAVID,39.645,-77.468,561.44,0.0,-5
3755,OAKLAND,MD,GARRETT COUNTY AIRPORT,39.58028,-79.33944,893.98,,-5
3756,EASTON,MD,EASTON/NEWNAM FIELD AIRPORT,38.80417,-76.06889,21.95,,-5
3757,ST INIGOES,MD,WEBSTER NAVAL OUTLYING FIELD,38.14167,-76.42917,6.4,,-5
3758,DURHAM,NC,DURHAM 11 W,35.9705,-79.0931,171.3,,-5
3759,CHARLOTTESVILLE,VA,CHARLOTTESVILLE 2 SSE,37.9975,-78.4656,358.75,,-5
3761,AVONDALE,PA,AVONDALE 2 N,39.8593,-75.7861,121.92,,-5
3763,REIDSVILLE,NC,ROCKINGHAM COUNTY NC SHILOH AIRPORT,36.43722,-79.85110999999999,211.23,,-5
3802,CLARKSBURG,WV,HARRISON/MARION RGNL ARPT,39.295559999999995,-80.22889,366.67,40128.72,-5
3804,PARKERSBURG,WV,MID-OHIO VALLEY REGIONAL AIRPORT,39.2,-81.27,263.35,29326.14,-5
3809,DYERSBURG,TN,DYERSBURG MUNICIPAL ARPT,36.0002,-89.4094,103.02,,-6
3810,HICKORY,NC,HICKORY REGIONAL AIRPORT,35.7425,-81.3819,362.1,39417.58,-5
3811,JACKSON,TN,MCKELLAR-SIPES RGNL ARPT,35.593,-88.9167,128.63,14324.43,-6
3812,ASHEVILLE,NC,ASHEVILLE REGIONAL AIRPORT,35.431940000000004,-82.5375,661.42,73620.12,-5
3813,MACON,GA,MIDDLE GEORGIA REGIONAL AIRPORT,32.6847,-83.6527,110.34,12157.14,-5
3816,PADUCAH,KY,BARKLEY REGIONAL AIRPORT,37.0563,-88.7744,125.88,13342.38,-6
3818,MARIANNA,FL,MARIANNA MUNICIPAL AIRPORT,30.835559999999997,-85.18389,34.44,3691.17,-6
3820,AUGUSTA,GA,AUGUSTA REGIONAL AT BUSH FIELD AP,33.3644,-81.9633,45.11,5519.82,-5
3821,LAGRANGE,GA,LAGRANGE-CALLAWAY AIRPORT,33.01667,-85.06667,211.23,,-5
3822,SAVANNAH,GA,SAVANNAH/HILTON HEAD INTL AIRPORT,32.13,-81.21,15.54,4842.54,-5
3832,WINDER,GA,WINDER-BORROW AIRPORT,33.98278,-83.66806,287.43,,-5
3841,OAK RIDGE,TN,ATDL,36.0028,-84.2486,268.22,29800.23,-5
3847,CROSSVILLE,TN,CROSSVILLE MEMORIAL -WHITSON FIELD APT,35.9509,-85.0813,569.98,63393.22,-6
3849,LONDON,KY,LDON-CRBN APT-MGEE FLD APT,37.08722,-84.07694000000001,369.11,40365.77,-5
3850,FORT RUCKER/OZARK,AL,CAIRNS ARMY AIRFIELD (FORT RUCKER),31.26667,-85.71667,91.74,0.0,-6
3852,MARY ESTHER,FL,HURLBURT FIELD AIRPORT,30.41667,-86.68333,11.58,0.0,-6
3853,MAYPORT,FL,MAYPORT NAF,30.4,-81.41667,4.27,812.73,-5
3855,PENSACOLA,FL,PENSACOLA NAS,30.35,-87.31667,9.14,1219.1,-6
3856,HUNTSVILLE,AL,HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,34.64389,-86.78611,196.29,21842.22,-6
3858,EASTOVER,SC,MCENTIRE AIR NATIONAL GUARD STATION,33.96667,-80.8,76.81,0.0,-5
3859,BLUEFIELD,WV,MERCER COUNTY AIRPORT,37.2958,-81.2077,873.86,97053.94,-5
3860,HUNTINGTON,WV,TRI-STATE/M.J.FERGUSON FIELD AIRPORT,38.365,-82.555,255.42,27937.72,-5
3865,MARION,IL,WILLIAMSON COUNTY RGNL APT,37.75,-89.0,143.87,,-6
3866,MERIDIAN,MS,MERIDIAN NAS/MC CAIN FD AP,32.55,-88.56667,96.62,9922.12,-6
3868,TERRE HAUTE,IN,TER HUTE INTL-HULMAN FD AP,39.45194,-87.30889,180.75,20013.56,-5
3870,GREER,SC,GREENVILLE-SPARTANBURG INTL AIRPORT,34.8842,-82.2209,295.96,31933.66,-5
3872,BECKLEY,WV,RALEIGH COUNTY MEMORIAL AIRPORT,37.7836,-81.123,766.27,84930.66,-5
3875,FORT STEWART (HINESVILLE),GA,WRIGHT AAF AIRPORT,31.883329999999997,-81.56667,14.02,0.0,-5
3878,TROY,AL,TROY MUNICIPAL AIRPORT,31.860559999999996,-86.01222,121.01,13206.92,-6
3879,SALEM,IL,SALEM-LECKRONE AIRPORT,38.65,-88.96667,174.65,,-6
3881,CENTREVILLE-BRENT,AL,NWS METEOROLOGICAL OBSY,32.9,-87.25,138.07,15340.35,-6
3882,PANAMA CITY,FL,PANAMA CITY-BAY CO. INT AP,30.211940000000002,-85.68278000000001,5.49,1422.28,-6
3883,BIRMINGHAM C.O.,AL,11 WEST OXMOOR RD,33.46667,-86.83333,217.02,24111.1,-6
3887,DECATUR,IL,DECATUR AIRPORT,39.83444,-88.86556,206.96,23061.32,-6
3888,ATLANTA,GA,FULTON CO-BROWN FLD ARPT,33.77917,-84.52139,256.34,29089.09,-5
3889,JACKSON,KY,JULIAN CARROLL AIRPORT,37.591390000000004,-83.31444,413.61,45919.45,-5
3892,AUBURN,AL,ABRN-OPLKA R G PITTS ARPT,32.61611,-85.43333,236.52,,-6
3893,BLOOMINGTON,IN,MONROE COUNTY AIRPORT,39.13333,-86.61667,258.17,28716.59,-5
3894,CLARKSVILLE,TN,OUTLAW FIELD AIRPORT,36.62389,-87.41944000000001,167.64,18421.96,-6
3896,GADSDEN,AL,GADSDEN MUNICIPAL AIRPORT,33.96667,-86.08333,173.43,,-6
3901,LONGVIEW,TX,EAST TEXAS REGIONAL ARPT,32.38472,-94.71167,113.69,12428.05,-6
3902,FORT HOOD/KILLEEN,TX,ROBERT GRAY AFF AIRPORT,31.066670000000002,-97.83333,309.37,0.0,-6
3904,COLLEGE STATION,TX,EASTERWOOD FIELD AIRPORT,30.589170000000003,-96.36471999999999,99.97,11141.22,-6
3908,HAMMOND,LA,HAMMOND MUNICIPAL AIRPORT,30.52083,-90.4175,13.41,,-6
3914,CASA GRANDE,AZ,CASA GRANDE MUNICIPAL ARPT,32.95,-111.76666999999999,445.92,,-7
3918,FLIPPIN,AR,MARION COUNTY RGNL AIRPORT,36.29083,-92.59,219.15,,-6
3919,SALINA,KS,SALINA MUNICIPAL AIRPORT,38.8,-97.65,390.75,42634.65,-6
3923,WICHITA,KS,MCCONNELL AFB AIRPORT,37.61667,-97.26666999999999,417.88,0.0,-6
3927,DALLAS-FORT WORTH,TX,DALLAS/FT WORTH INTERNATIONAL AP,32.8978,-97.0189,181.66,19031.51,-6
3928,WICHITA,KS,WICHITA MID-CONTINENT AIRPORT,37.6475,-97.43,408.43,45411.49,-6
3929,KANSAS CITY,MO,RICHARD GEBAUR,38.84389,-94.56028,332.23,36911.65,-6
3930,JACKSONVILLE,AR,LITTLE ROCK AFB AIRPORT,34.91667,-92.15,94.79,0.0,-6
3931,FORT POLK,LA,POLK ARMY AIRFIELD,31.05,-93.18333,100.58,0.0,-6
3932,CLINTON,OK,CLINTON-SHERMAN AIRPORT,35.21,-99.12,595.88,65425.05,-6
3933,FORT HOOD (KILLEEN),TX,HOOD AAF AIRPORT,31.133329999999997,-97.71667,266.7,0.0,-6
3935,CAPE GIRARDEAU,MO,CAPE GIRARDEAU RGNL ARPT,37.2252,-89.5705,107.29,11479.86,-6
3936,MANHATTAN,KS,MANHATTAN REGIONAL AIRPORT,39.1346,-96.6788,326.14,35557.1,-6
3937,LAKE CHARLES,LA,LAKE CHARLES REGIONAL AIRPORT,30.12472,-93.22833,2.74,575.69,-6
3938,FORT LEONARD WOOD,MO,WAYNESVILLE REGIONAL AIRPORT AT FORNEY FIELD,37.75,-92.15,353.26,0.0,-6
3940,JACKSON,MS,JACKSON INTERNATIONAL AIRPORT,32.3205,-90.0777,100.89,10023.71,-6
3945,COLUMBIA,MO,COLUMBIA REGIONAL AIRPORT,38.8169,-92.2183,273.71,29935.69,-6
3947,KANSAS CITY,MO,KANSAS CITY INTERNATIONAL AIRPORT,39.2972,-94.7306,312.42,34134.81,-6
3948,NORMAN,OK,UNIVERSITY OF OKLAHOMA WESTHEIMER AIRPORT,35.25,-97.46667,360.27,,-6
3949,FORT POLK,LA,PEASON RIDGE,31.4,-93.28333,110.64,0.0,-6
3950,LAWTON,OK,LAWTON-FORT SILL RGNL ARPT,34.5584,-98.4172,337.72,37588.93,-6
3952,NORTH LITTLE ROCK,AR,NORTH LITTLE ROCK AIRPORT,34.8353,-92.2596,171.6,19133.1,-6
3953,JONESBORO,AR,JONESBORO MUNICIPAL ARPT,35.831109999999995,-90.64639,83.52,8940.07,-6
3954,OKLAHOMA CITY,OK,WILEY POST AIRPORT,35.53417,-97.64694,395.94,44090.8,-6
3957,MEDICINE LODGE,KS,MEDICINE LODGE,37.2839,-98.5528,469.39,52353.59,-6
3958,ALTON/ST LOUIS,IL,ST LOUIS REGIONAL AIRPORT,38.88333,-90.05,165.81,0.0,-6
3959,BARTLESVILLE,OK,BARTLESVILLE MUNICIPAL AIRPORT,36.7683,-96.0261,,,-6
3960,CAHOKIA/ST.LOUIS,IL,ST LOUIS DOWNTOWN AIRPORT,38.57139,-90.15722,125.88,14087.38,-6
3961,NATCHEZ,MS,HRDY-ANRES FD NTCHZ-ADAMS COUNTY AIRPORT,31.616670000000003,-91.28333,82.91,,-6
3962,HOT SPRINGS,AR,MEMORIAL FIELD AIRPORT,34.29,-93.06,169.16,18117.19,-6
3963,JEFFERSON CITY,MO,JEFFERSON CITY MEMO ARPT,38.59111,-92.15583000000001,174.65,18794.46,-6
3965,STILLWATER,OK,STILLWATER REGIONAL ARPT,36.1624,-97.0894,299.92,32373.89,-6
3966,ST LOUIS,MO,SPIRIT OF ST LOUIS AIRPORT,38.65722,-90.65583000000001,140.82,16627.17,-6
3967,OLATHE,KS,JOHNSON CO EXECUTIVE ARPT,38.85,-94.73917,326.75,36302.1,-6
3968,HAYS,KS,HAYS REGIONAL AIRPORT,38.85,-99.26666999999999,608.99,,-6
3969,STEPHENVILLE,TX,CLARK FIELD MUNI AIRPORT,32.21528,-98.1775,402.64,,-6
3970,DALLAS,TX,ADDISON AIRPORT,32.96861,-96.83639000000001,196.29,0.0,-6
3971,DALLAS,TX,DALLAS EXECUTIVE AIRPORT,32.68083,-96.86806,204.52,22959.72,-6
3972,KILLEEN,TX,KILLEEN MUNICIPAL AIRPORT,31.08333,-97.68333,258.47,,-6
3973,SPRINGDALE,AR,SPRINGDALE MUNICIPAL ARPT,36.16667,-94.11667,412.39,,-6
3974,WICHITA,KS,COLONEL JAMES JABARA ARPT,37.746109999999994,-97.22111,432.82,48323.79,-6
3975,POPLAR BLUFF,MO,POPLAR BUFF MUNICIAL ARPT,36.7725,-90.32472,99.97,11175.09,-6
3976,DE RIDDER,LA,BEAUREGARD REGIONAL AIRPORT,30.83333,-93.33333,61.57,0.0,-6
3978,BENTONVILLE,AR,BENTONVILLE MUNI/LOUIS M THADEN FIELD AIRPORT,36.35,-94.21667,395.02,,-6
3981,FREDERICK,OK,FREDERICK MUNICIPAL AIRPT,34.21,-98.59,382.52,42025.1,-6
3985,FORT WORTH,TX,FORT WORTH SPINKS AIRPORT,32.565,-97.30806,213.36,0.0,-6
3991,DENTON,TX,DENTON MUNICIPAL AIRPORT,33.206109999999995,-97.19889,195.68,22113.13,-6
3994,SEDALIA,MO,SEDALIA MEMORIAL AIRPORT,38.70417,-93.18333,275.84,30545.24,-6
3996,TALLULAH/VICKSBURG,LA,VICKSBURG/TALLULAH RGNL AP,32.35,-91.02778,26.21,2980.02,-6
3997,LAWRENCE,KS,LAWRENCE MUNICIPAL AIRPORT,39.00778,-95.21167,253.59,28208.63,-6
3998,PARSONS,KS,TRI-CITY AIRPORT,37.32778,-95.50417,274.02,30511.37,-6
3999,BURNET,TX,BURNET MUNICIPAL CRADOCK FIELD AIRPORT,30.7406,-98.2354,392.58,43278.06,-6
4109,ELK CITY,ID,ELK CITY,46.14417,-115.59638999999999,451.1,50152.44,-8
4110,JEROME,ID,JEROME COUNTY AIRPORT,42.72667,-114.45638999999998,1233.83,135861.97,-7
4111,EVANSTON,WY,EVAN-UINTA CO BURNS FLD AP,41.27306,-111.03056000000001,2177.49,241889.84,-7
4112,STANLEY,ID,STANLEY RANGER STATION,44.17083,-114.92721999999999,1979.68,220149.21,-7
4113,HERMISTON,OR,HERMISTON MUNICIPAL ARPT,45.825829999999996,-119.26111000000002,195.38,21774.49,-8
4114,CHALLIS,ID,CHALLIS AIRPORT,44.52278,-114.215,1536.19,170741.78,-7
4116,SALT LAKE CITY,UT,SALT LAKE CITY MUNI 2 ARPT,40.619440000000004,-111.99278000000001,1402.99,,-7
4125,JOHN DAY,OR,JOHN DAY 35 WNW,44.556000000000004,-119.6459,684.28,,-8
4126,ARCO,ID,ARCO 17 SW,43.4621,-113.556,1804.42,,-7
4127,MURPHY,ID,MURPHY 10 W,43.2044,-116.7505,1203.96,,-7
4128,RILEY,OR,RILEY 10 WSW,43.4711,-119.6917,1398.12,,-8
4129,SANDPOINT,ID,SANDPOINT AIRPORT,48.299440000000004,-116.56,648.31,,-7
4130,ST. MARY,MT,ST. MARY 1 SSW,48.7412,-113.43299999999999,1388.36,,-7
4131,MOOSE,WY,MOOSE 1 NNE,43.6615,-110.712,1970.84,,-7
4133,HEBER,UT,HEBER CITY MUNI ARPT-RUSS MCDONALD FIELD,40.48194,-111.42889,1718.16,0.0,-7
4134,DUGWAY PROVING GROUND,UT,GRANITE PEAK DUGWAY PROVING GROUND,40.16056,-113.35083,1310.64,0.0,-7
4135,DRIGGS,ID,DRIGGS-REED MEMORIAL AIRPORT,43.7425,-111.0975,1898.6,,-7
4136,SPOKANE,WA,SPOKANE 17 SSW,47.4174,-117.5264,690.98,,-8
4137,DILLON,MT,DILLON 18 WSW,45.158,-113.0057,1819.96,,-7
4138,BRIGHAM CITY,UT,BRIGHAM CITY 28 WNW,41.6163,-112.5437,1509.06,,-7
4139,DENIO,NV,DENIO 52 WSW,41.8484,-119.6357,1981.2,,-8
4140,LEWISTOWN,MT,LEWISTOWN 42 WSW,46.8847,-110.2895,1545.34,,-7
4141,COOS BAY,OR,COOS BAY 8 SW,43.2718,-124.3186,3.66,,-8
4143,PROVO,UT,PROVO 22 E,40.2816,-111.2398,,,-7
4201,SCAPPOOSE,OR,SCAPPOOSE INDUS AIRPK ARPT,45.77278,-122.86111000000001,16.76,1693.2,-8
4204,SHELTER COVE,CA,SHELTER COVE AIRPORT,40.03306,-124.06778,21.03,,-8
4205,ARLINGTON,WA,ARLINGTON MUNICIPAL ARPT,48.16056,-122.15888999999999,41.76,,-8
4221,ROCHE HARBOR,WA,ROCHE HARBOR SEAPLANE BASE,48.608059999999995,-123.15943999999999,,,-8
4222,REDDING,CA,REDDING 12 WNW,40.6507,-122.6068,432.21,,-8
4223,DARRINGTON,WA,DARRINGTON 21 NNE,48.5405,-121.446,124.05,,-8
4224,EASTSOUND,WA,ORCAS ISLAND AIRPORT,48.70833,-122.91056,9.45,,-8
4236,CORVALLIS,OR,CORVALLIS 10 SSW,44.4185,-123.3257,95.1,,-8
4237,QUINAULT,WA,QUINAULT 4 NE,47.5139,-123.81200000000001,87.17,,-8
